time,F_pressure_kPa
2022-09-08 19:45:00+00:00,1.2541664395357657
2022-09-08 23:45:00+00:00,1.2598323426609568
2022-09-09 03:45:00+00:00,1.2622444260287011
2022-09-09 07:45:00+00:00,1.267580410709343
2022-09-09 11:45:00+00:00,1.2732885334808088
2022-09-09 15:45:00+00:00,1.2786007874783536
2022-09-09 19:45:00+00:00,1.2830868753753748
2022-09-09 23:45:00+00:00,1.2853968167364656
2022-09-10 03:45:00+00:00,1.2860429536813172
2022-09-10 07:45:00+00:00,1.2876581769141922
2022-09-10 11:45:00+00:00,1.2915884402664233
2022-09-10 15:45:00+00:00,1.2954185510861862
2022-09-10 19:45:00+00:00,1.298134737438886
2022-09-10 23:45:00+00:00,1.299892583030669
2022-09-11 03:45:00+00:00,1.3010520985171752
2022-09-11 07:45:00+00:00,1.3036949842244212
2022-09-11 11:45:00+00:00,1.3076314899863064
2022-09-11 15:45:00+00:00,1.310732811511116
2022-09-11 19:45:00+00:00,1.313997793742601
2022-09-11 23:45:00+00:00,1.3184211001607764
2022-09-12 03:45:00+00:00,1.3206091001193272
2022-09-12 07:45:00+00:00,1.3224021605183225
2022-09-12 11:45:00+00:00,1.3255583175541688
2022-09-12 15:45:00+00:00,1.3294035816979886
2022-09-12 19:45:00+00:00,1.332228605160708
2022-09-12 23:45:00+00:00,1.3357483824984229
2022-09-13 03:45:00+00:00,1.3380931098035944
2022-09-13 07:45:00+00:00,1.338344533531199
2022-09-13 11:45:00+00:00,1.3400973994885137
2022-09-13 15:45:00+00:00,1.3438110607949056
2022-09-13 19:45:00+00:00,1.3465984749400377
2022-09-13 23:45:00+00:00,1.3493987551155442
2022-09-14 03:45:00+00:00,1.3486050042683928
2022-09-14 07:45:00+00:00,1.345464608126349
2022-09-14 11:45:00+00:00,1.3411271824788855
2022-09-14 15:45:00+00:00,1.3382518266153056
2022-09-14 19:45:00+00:00,1.3372244857910118
2022-09-14 23:45:00+00:00,1.3373722903015732
2022-09-15 03:45:00+00:00,1.339321577697774
2022-09-15 07:45:00+00:00,1.3383814518983854
2022-09-15 11:45:00+00:00,1.3355678053412705
2022-09-15 15:45:00+00:00,1.334790125121799
2022-09-15 19:45:00+00:00,1.3309383683954366
2022-09-15 23:45:00+00:00,1.3257928605708005
2022-09-16 03:45:00+00:00,1.3268280282300111
2022-09-16 07:45:00+00:00,1.3275204471538018
2022-09-16 11:45:00+00:00,1.3258160194309312
2022-09-16 15:45:00+00:00,1.3249512909660552
2022-09-16 19:45:00+00:00,1.3238493271492189
2022-09-16 23:45:00+00:00,1.3223712343860825
2022-09-17 03:45:00+00:00,1.3249829199630767
2022-09-17 07:45:00+00:00,1.3283327465323964
2022-09-17 11:45:00+00:00,1.3276381475297967
2022-09-17 15:45:00+00:00,1.3279161253249183
2022-09-17 19:45:00+00:00,1.3291589364616812
2022-09-17 23:45:00+00:00,1.3292019781092677
2022-09-18 03:45:00+00:00,1.3314190696000878
2022-09-18 07:45:00+00:00,1.3332260801125813
2022-09-18 11:45:00+00:00,1.3326082127023255
2022-09-18 15:45:00+00:00,1.333986474577614
2022-09-18 19:45:00+00:00,1.3359341179784678
2022-09-18 23:45:00+00:00,1.3357820724468183
2022-09-19 03:45:00+00:00,1.3376333635551418
2022-09-19 07:45:00+00:00,1.3402495165046275
2022-09-19 11:45:00+00:00,1.3394437811857642
2022-09-19 15:45:00+00:00,1.341345559561887
2022-09-19 19:45:00+00:00,1.3459054961040238
2022-09-19 23:45:00+00:00,1.3483541047116887
2022-09-20 03:45:00+00:00,1.352415625429785
2022-09-20 07:45:00+00:00,1.354892801397
2022-09-20 11:45:00+00:00,1.3554458621219965
2022-09-20 15:45:00+00:00,1.3575912731303106
2022-09-20 19:45:00+00:00,1.36120488911547
2022-09-20 23:45:00+00:00,1.3642492188791948
2022-09-21 03:45:00+00:00,1.3674309411944705
2022-09-21 07:45:00+00:00,1.3693140161740305
2022-09-21 11:45:00+00:00,1.3678525420382357
2022-09-21 15:45:00+00:00,1.367697696949108
2022-09-21 19:45:00+00:00,1.368815266785532
2022-09-21 23:45:00+00:00,1.368516905860815
2022-09-22 03:45:00+00:00,1.3698555332084652
2022-09-22 07:45:00+00:00,1.371482240565456
2022-09-22 11:45:00+00:00,1.3716350604463514
2022-09-22 15:45:00+00:00,1.3724218779316288
2022-09-22 19:45:00+00:00,1.3730472147890396
2022-09-22 23:45:00+00:00,1.3724560086593556
2022-09-23 03:45:00+00:00,1.3749980866123224
2022-09-23 07:45:00+00:00,1.3755202331212786
2022-09-23 11:45:00+00:00,1.373691934219096
2022-09-23 15:45:00+00:00,1.3712065677500505
2022-09-23 19:45:00+00:00,1.3681011043099716
2022-09-23 23:45:00+00:00,1.3672483593127254
2022-09-24 03:45:00+00:00,1.368996715233152
2022-09-24 07:45:00+00:00,1.368836268729865
2022-09-24 11:45:00+00:00,1.368586672046149
2022-09-24 15:45:00+00:00,1.3676511728172045
2022-09-24 19:45:00+00:00,1.366801131511238
2022-09-24 23:45:00+00:00,1.368087895551071
2022-09-25 03:45:00+00:00,1.370743010633305
2022-09-25 07:45:00+00:00,1.3720040122389037
2022-09-25 11:45:00+00:00,1.3722942237636744
2022-09-25 15:45:00+00:00,1.3735650634516787
2022-09-25 19:45:00+00:00,1.374036564879134
2022-09-25 23:45:00+00:00,1.375016466490706
2022-09-26 03:45:00+00:00,1.378207233019566
2022-09-26 07:45:00+00:00,1.3794928179177075
2022-09-26 11:45:00+00:00,1.3783154638404085
2022-09-26 15:45:00+00:00,1.378623910361057
2022-09-26 19:45:00+00:00,1.37872027830781
2022-09-26 23:45:00+00:00,1.3750417405990447
2022-09-27 03:45:00+00:00,1.3739114806812722
2022-09-27 07:45:00+00:00,1.3718766054953448
2022-09-27 11:45:00+00:00,1.3677695752139698
2022-09-27 15:45:00+00:00,1.366990746857482
2022-09-27 19:45:00+00:00,1.3651866020991292
2022-09-27 23:45:00+00:00,1.3598200471224118
2022-09-28 03:45:00+00:00,1.3543968576595944
2022-09-28 07:45:00+00:00,1.3493684182885772
2022-09-28 11:45:00+00:00,1.343948599502255
2022-09-28 15:45:00+00:00,1.3396199860635534
2022-09-28 19:45:00+00:00,1.3372029740185098
2022-09-28 23:45:00+00:00,1.3310370807812433
2022-09-29 03:45:00+00:00,1.3245508066884213
2022-09-29 07:45:00+00:00,1.3195847545775905
2022-09-29 11:45:00+00:00,1.3155601807702624
2022-09-29 15:45:00+00:00,1.31182575893763
2022-09-29 19:45:00+00:00,1.3094920609219116
2022-09-29 23:45:00+00:00,1.304667231748681
2022-09-30 03:45:00+00:00,1.2974186729970825
2022-09-30 07:45:00+00:00,1.2935818207661214
2022-09-30 11:45:00+00:00,1.2912170482250076
2022-09-30 15:45:00+00:00,1.2890151161991523
2022-09-30 19:45:00+00:00,1.2897719339325704
2022-09-30 23:45:00+00:00,1.2912455143468833
2022-10-01 03:45:00+00:00,1.289023346364047
2022-10-01 07:45:00+00:00,1.2897409666038584
2022-10-01 11:45:00+00:00,1.2916276273845142
2022-10-01 15:45:00+00:00,1.2912870343934628
2022-10-01 19:45:00+00:00,1.2912521961461607
2022-10-01 23:45:00+00:00,1.2918504015960934
2022-10-02 03:45:00+00:00,1.292157728526945
2022-10-02 07:45:00+00:00,1.2919757835534256
2022-10-02 11:45:00+00:00,1.290818093726557
2022-10-02 15:45:00+00:00,1.28729105772436
2022-10-02 19:45:00+00:00,1.2830209725416353
2022-10-02 23:45:00+00:00,1.2790617398004542
2022-10-03 03:45:00+00:00,1.2774844902905895
2022-10-03 07:45:00+00:00,1.2767151307907625
2022-10-03 11:45:00+00:00,1.2743804322926735
2022-10-03 15:45:00+00:00,1.2708272765376023
2022-10-03 19:45:00+00:00,1.267957450661925
2022-10-03 23:45:00+00:00,1.265165340868407
2022-10-04 03:45:00+00:00,1.265620572536136
2022-10-04 07:45:00+00:00,1.2668888276421058
2022-10-04 11:45:00+00:00,1.2660551513745304
2022-10-04 15:45:00+00:00,1.26543068324645
2022-10-04 19:45:00+00:00,1.2662033538726971
2022-10-04 23:45:00+00:00,1.2662313078453735
2022-10-05 03:45:00+00:00,1.2673520869921049
2022-10-05 07:45:00+00:00,1.2709171413462172
2022-10-05 11:45:00+00:00,1.2735056409401295
2022-10-05 15:45:00+00:00,1.2750482427709358
2022-10-05 19:45:00+00:00,1.2773396108295856
2022-10-05 23:45:00+00:00,1.2794303939572274
2022-10-06 03:45:00+00:00,1.281228464355081
2022-10-06 07:45:00+00:00,1.2831025238156144
2022-10-06 11:45:00+00:00,1.2858288042043569
2022-10-06 15:45:00+00:00,1.286460061322941
2022-10-06 19:45:00+00:00,1.2866255936150992
2022-10-06 23:45:00+00:00,1.2852996559049643
2022-10-07 03:45:00+00:00,1.2823792103499727
2022-10-07 07:45:00+00:00,1.2805120351658843
2022-10-07 11:45:00+00:00,1.2811205193866044
2022-10-07 15:45:00+00:00,1.281619688930732
2022-10-07 19:45:00+00:00,1.2826195644738618
2022-10-07 23:45:00+00:00,1.2844178492596257
2022-10-08 03:45:00+00:00,1.2843178128750878
2022-10-08 07:45:00+00:00,1.2875340083392075
2022-10-08 11:45:00+00:00,1.2923187705564487
2022-10-08 15:45:00+00:00,1.2969640487681318
2022-10-08 19:45:00+00:00,1.3015300982551707
2022-10-08 23:45:00+00:00,1.302716027903443
2022-10-09 03:45:00+00:00,1.3018806246163876
2022-10-09 07:45:00+00:00,1.3037005746209616
2022-10-09 11:45:00+00:00,1.3061403000119751
2022-10-09 15:45:00+00:00,1.3085392795437656
2022-10-09 19:45:00+00:00,1.3083079059433658
2022-10-09 23:45:00+00:00,1.306533644659794
2022-10-10 03:45:00+00:00,1.3024638466413307
2022-10-10 07:45:00+00:00,1.299865782906636
2022-10-10 11:45:00+00:00,1.2976634697461122
2022-10-10 15:45:00+00:00,1.2961714161265263
2022-10-10 19:45:00+00:00,1.2946554819300218
2022-10-10 23:45:00+00:00,1.2929350680733478
2022-10-11 03:45:00+00:00,1.2911132719382294
2022-10-11 07:45:00+00:00,1.2890931062302116
2022-10-11 11:45:00+00:00,1.2883720081208594
2022-10-11 15:45:00+00:00,1.2896728027444624
2022-10-11 19:45:00+00:00,1.28934857479544
2022-10-11 23:45:00+00:00,1.290551698219133
2022-10-12 03:45:00+00:00,1.2909107390223653
2022-10-12 07:45:00+00:00,1.2908139269366077
2022-10-12 11:45:00+00:00,1.2928926852691802
2022-10-12 15:45:00+00:00,1.2931619390328706
2022-10-12 19:45:00+00:00,1.2935893100620888
2022-10-12 23:45:00+00:00,1.2965238123215386
2022-10-13 03:45:00+00:00,1.3004469380703083
2022-10-13 07:45:00+00:00,1.3031303037932958
2022-10-13 11:45:00+00:00,1.3042457240408112
2022-10-13 15:45:00+00:00,1.3049918342730962
2022-10-13 19:45:00+00:00,1.3045157888482208
2022-10-13 23:45:00+00:00,1.3067387693972703
2022-10-14 03:45:00+00:00,1.3091265582988854
2022-10-14 07:45:00+00:00,1.3099521744243248
2022-10-14 11:45:00+00:00,1.3088445187058824
2022-10-14 15:45:00+00:00,1.3069530512657366
2022-10-14 19:45:00+00:00,1.304115229890158
2022-10-14 23:45:00+00:00,1.3028608830481971
2022-10-15 03:45:00+00:00,1.303806640627954
2022-10-15 07:45:00+00:00,1.3026773372603202
2022-10-15 11:45:00+00:00,1.2999341453178204
2022-10-15 15:45:00+00:00,1.2972145928415555
2022-10-15 19:45:00+00:00,1.2927787936114328
2022-10-15 23:45:00+00:00,1.2880336060006812
2022-10-16 03:45:00+00:00,1.2847864234900044
2022-10-16 07:45:00+00:00,1.2810863698614412
2022-10-16 11:45:00+00:00,1.2786692284244054
2022-10-16 15:45:00+00:00,1.2780176879859937
2022-10-16 19:45:00+00:00,1.2755325264279236
2022-10-16 23:45:00+00:00,1.2722447202922922
2022-10-17 03:45:00+00:00,1.2700095860509464
2022-10-17 07:45:00+00:00,1.268663663111511
2022-10-17 11:45:00+00:00,1.2682674098305142
2022-10-17 15:45:00+00:00,1.26955671493306
2022-10-17 19:45:00+00:00,1.270803488079764
2022-10-17 23:45:00+00:00,1.2705531387346127
2022-10-18 03:45:00+00:00,1.2690996216333588
2022-10-18 07:45:00+00:00,1.2666417850086873
2022-10-18 11:45:00+00:00,1.2658498151631647
2022-10-18 15:45:00+00:00,1.2655552044343494
2022-10-18 19:45:00+00:00,1.262056193616445
2022-10-18 23:45:00+00:00,1.2595092617266346
2022-10-19 03:45:00+00:00,1.2568812137851637
2022-10-19 07:45:00+00:00,1.25151670077139
2022-10-19 11:45:00+00:00,1.2486238120891358
2022-10-19 15:45:00+00:00,1.2464510445297492
2022-10-19 19:45:00+00:00,1.2408106820803368
2022-10-19 23:45:00+00:00,1.2355515567196562
2022-10-20 03:45:00+00:00,1.2314674631361413
2022-10-20 07:45:00+00:00,1.2256269285535382
2022-10-20 11:45:00+00:00,1.219368147154455
2022-10-20 15:45:00+00:00,1.2169761002860469
2022-10-20 19:45:00+00:00,1.2146819508689075
2022-10-20 23:45:00+00:00,1.2125597541216848
2022-10-21 03:45:00+00:00,1.2115562456383486
2022-10-21 07:45:00+00:00,1.2112016417086124
2022-10-21 11:45:00+00:00,1.210782082920559
2022-10-21 15:45:00+00:00,1.2112953169726095
2022-10-21 19:45:00+00:00,1.211659200165741
2022-10-21 23:45:00+00:00,1.213602562320375
2022-10-22 03:45:00+00:00,1.2164409561955836
2022-10-22 07:45:00+00:00,1.219070924395055
2022-10-22 11:45:00+00:00,1.220896542445189
2022-10-22 15:45:00+00:00,1.2218733939134836
2022-10-22 19:45:00+00:00,1.2208608685577929
2022-10-22 23:45:00+00:00,1.2198963755054135
2022-10-23 03:45:00+00:00,1.2187883548267564
2022-10-23 07:45:00+00:00,1.2141479956499095
2022-10-23 11:45:00+00:00,1.210384325027917
2022-10-23 15:45:00+00:00,1.2069814105780097
2022-10-23 19:45:00+00:00,1.201308581039484
2022-10-23 23:45:00+00:00,1.1977357389987446
2022-10-24 03:45:00+00:00,1.1950666226039175
2022-10-24 07:45:00+00:00,1.187198804345826
2022-10-24 11:45:00+00:00,1.178632802915672
2022-10-24 15:45:00+00:00,1.1738028326453789
2022-10-24 19:45:00+00:00,1.1696489143141662
2022-10-24 23:45:00+00:00,1.1649802333740809
2022-10-25 03:45:00+00:00,1.163090568043117
2022-10-25 07:45:00+00:00,1.1611045626359555
2022-10-25 11:45:00+00:00,1.1596098289501242
2022-10-25 15:45:00+00:00,1.1596323927424237
2022-10-25 19:45:00+00:00,1.1596560272719216
2022-10-25 23:45:00+00:00,1.157303686690284
2022-10-26 03:45:00+00:00,1.1527583623101236
2022-10-26 07:45:00+00:00,1.1499050089241791
2022-10-26 11:45:00+00:00,1.1487765190086066
2022-10-26 15:45:00+00:00,1.1456695449487595
2022-10-26 19:45:00+00:00,1.1427513414910209
2022-10-26 23:45:00+00:00,1.13949831912214
2022-10-27 03:45:00+00:00,1.1357558411637
2022-10-27 07:45:00+00:00,1.1350420955113805
2022-10-27 11:45:00+00:00,1.131695861393382
2022-10-27 15:45:00+00:00,1.1266736614288675
2022-10-27 19:45:00+00:00,1.1219002773323157
2022-10-27 23:45:00+00:00,1.1156127174435824
2022-10-28 03:45:00+00:00,1.1119156625281903
2022-10-28 07:45:00+00:00,1.1100977299829538
2022-10-28 11:45:00+00:00,1.1076594578426011
2022-10-28 15:45:00+00:00,1.1041816281813226
2022-10-28 19:45:00+00:00,1.0987135209761618
2022-10-28 23:45:00+00:00,1.093464927842433
2022-10-29 03:45:00+00:00,1.0928075540250577
2022-10-29 07:45:00+00:00,1.0940758808883402
2022-10-29 11:45:00+00:00,1.0947878542538092
2022-10-29 15:45:00+00:00,1.093941725375771
2022-10-29 19:45:00+00:00,1.0897424570284784
2022-10-29 23:45:00+00:00,1.0844320701817196
2022-10-30 03:45:00+00:00,1.0819228015570843
2022-10-30 07:45:00+00:00,1.0812225384124758
2022-10-30 11:45:00+00:00,1.078409628279284
2022-10-30 15:45:00+00:00,1.0755967181460921
2022-10-30 19:45:00+00:00,1.0727838080129004
2022-10-30 23:45:00+00:00,1.0699708978797087
2022-10-31 03:45:00+00:00,1.0671579877465167
2022-10-31 07:45:00+00:00,1.064345077613325
2022-10-31 11:45:00+00:00,1.0615321674801332
2022-10-31 15:45:00+00:00,1.0587192573469413
2022-10-31 19:45:00+00:00,1.0559063472137495
2022-10-31 23:45:00+00:00,1.050266472642761
2022-11-01 03:45:00+00:00,1.0470899972970074
2022-11-01 07:45:00+00:00,1.04351948362455
2022-11-01 11:45:00+00:00,1.0375781497150456
2022-11-01 15:45:00+00:00,1.0331812780077598
2022-11-01 19:45:00+00:00,1.0305347425273794
2022-11-01 23:45:00+00:00,1.029496799757908
2022-11-02 03:45:00+00:00,1.031175929465462
2022-11-02 07:45:00+00:00,1.0338475657681556
2022-11-02 11:45:00+00:00,1.0343225253745914
2022-11-02 15:45:00+00:00,1.0349297237971768
2022-11-02 19:45:00+00:00,1.039278796288272
2022-11-02 23:45:00+00:00,1.042094631058717
2022-11-03 03:45:00+00:00,1.044150102485219
2022-11-03 07:45:00+00:00,1.0481013426433492
2022-11-03 11:45:00+00:00,1.0491012009479164
2022-11-03 15:45:00+00:00,1.0480754935215373
2022-11-03 19:45:00+00:00,1.0502633481646626
2022-11-03 23:45:00+00:00,1.0524149694047082
2022-11-04 03:45:00+00:00,1.0521584736288787
2022-11-04 07:45:00+00:00,1.0538559957276448
2022-11-04 11:45:00+00:00,1.0548989402814186
2022-11-04 15:45:00+00:00,1.0518945998865092
2022-11-04 19:45:00+00:00,1.0489296042487697
2022-11-04 23:45:00+00:00,1.046328321148394
2022-11-05 03:45:00+00:00,1.0431858999545511
2022-11-05 07:45:00+00:00,1.0398139348635596
2022-11-05 11:45:00+00:00,1.037986615765476
2022-11-05 15:45:00+00:00,1.0356263504781964
2022-11-05 19:45:00+00:00,1.0346560696616507
2022-11-05 23:45:00+00:00,1.034253747538969
2022-11-06 03:45:00+00:00,1.0322411785709846
2022-11-06 07:45:00+00:00,1.029072186211124
2022-11-06 11:45:00+00:00,1.0266941324189247
2022-11-06 15:45:00+00:00,1.023096325536244
2022-11-06 19:45:00+00:00,1.0204660950967082
2022-11-06 23:45:00+00:00,1.0177342425304232
2022-11-07 03:45:00+00:00,1.0190954333756963
2022-11-07 07:45:00+00:00,1.0213105353795982
2022-11-07 11:45:00+00:00,1.024168110705432
2022-11-07 15:45:00+00:00,1.0279892921662397
2022-11-07 19:45:00+00:00,1.030822163738776
2022-11-07 23:45:00+00:00,1.0322794306066498
2022-11-08 03:45:00+00:00,1.035883913958969
2022-11-08 07:45:00+00:00,1.041491922474961
2022-11-08 11:45:00+00:00,1.047162992268568
2022-11-08 15:45:00+00:00,1.0525005719518958
2022-11-08 19:45:00+00:00,1.0560715913343302
2022-11-08 23:45:00+00:00,1.05948816298951
2022-11-09 03:45:00+00:00,1.063357398568769
2022-11-09 07:45:00+00:00,1.065122364771014
2022-11-09 11:45:00+00:00,1.066620505325773
2022-11-09 15:45:00+00:00,1.068965507480243
2022-11-09 19:45:00+00:00,1.0688903331720212
2022-11-09 23:45:00+00:00,1.0684803383392136
2022-11-10 03:45:00+00:00,1.0694630338766729
2022-11-10 07:45:00+00:00,1.0686220093120935
2022-11-10 11:45:00+00:00,1.0665504968528694
2022-11-10 15:45:00+00:00,1.0653503088087746
2022-11-10 19:45:00+00:00,1.065087642005892
2022-11-10 23:45:00+00:00,1.0632860031164455
2022-11-11 03:45:00+00:00,1.0613970197846356
2022-11-11 07:45:00+00:00,1.0580156136111327
2022-11-11 11:45:00+00:00,1.0541083940770477
2022-11-11 15:45:00+00:00,1.0517380474138918
2022-11-11 19:45:00+00:00,1.051078812504784
2022-11-11 23:45:00+00:00,1.0522751519383746
2022-11-12 03:45:00+00:00,1.051320929385838
2022-11-12 07:45:00+00:00,1.051143188820788
2022-11-12 11:45:00+00:00,1.051122845667123
2022-11-12 15:45:00+00:00,1.0500235411673202
2022-11-12 19:45:00+00:00,1.0517829738637374
2022-11-12 23:45:00+00:00,1.0533610451984714
2022-11-13 03:45:00+00:00,1.0528535382964035
2022-11-13 07:45:00+00:00,1.0539307607032242
2022-11-13 11:45:00+00:00,1.0535807941378152
2022-11-13 15:45:00+00:00,1.0512870916227255
2022-11-13 19:45:00+00:00,1.0514459897603956
2022-11-13 23:45:00+00:00,1.05341115272131
2022-11-14 03:45:00+00:00,1.0534337112294452
2022-11-14 07:45:00+00:00,1.0532375451039115
2022-11-14 11:45:00+00:00,1.0537370481415564
2022-11-14 15:45:00+00:00,1.0539865376304078
2022-11-14 19:45:00+00:00,1.0543469497133628
2022-11-14 23:45:00+00:00,1.0552370222503669
2022-11-15 03:45:00+00:00,1.0553526852290815
2022-11-15 07:45:00+00:00,1.0556593570854602
2022-11-15 11:45:00+00:00,1.058497810674453
2022-11-15 15:45:00+00:00,1.061276306749278
2022-11-15 19:45:00+00:00,1.0644261606685177
2022-11-15 23:45:00+00:00,1.0692285147088114
2022-11-16 03:45:00+00:00,1.0749384735590866
2022-11-16 07:45:00+00:00,1.0807745647289266
2022-11-16 11:45:00+00:00,1.0891590051560345
2022-11-16 15:45:00+00:00,1.098871610560309
2022-11-16 19:45:00+00:00,1.1046182180580215
2022-11-16 23:45:00+00:00,1.1089639707206516
2022-11-17 03:45:00+00:00,1.11355790271773
2022-11-17 07:45:00+00:00,1.1164297414725295
2022-11-17 11:45:00+00:00,1.120121916719654
2022-11-17 15:45:00+00:00,1.1262404894932845
2022-11-17 19:45:00+00:00,1.1317555090008682
2022-11-17 23:45:00+00:00,1.1364782055370597
2022-11-18 03:45:00+00:00,1.142659725366684
2022-11-18 07:45:00+00:00,1.1451739271888073
2022-11-18 11:45:00+00:00,1.1471381730407302
2022-11-18 15:45:00+00:00,1.151835285800189
2022-11-18 19:45:00+00:00,1.1550435131357517
2022-11-18 23:45:00+00:00,1.1560584793005546
2022-11-19 03:45:00+00:00,1.1575948400204652
2022-11-19 07:45:00+00:00,1.1579025838218513
2022-11-19 11:45:00+00:00,1.1597259283244057
2022-11-19 15:45:00+00:00,1.1628389906709344
2022-11-19 19:45:00+00:00,1.1638530873660784
2022-11-19 23:45:00+00:00,1.1644491727420243
2022-11-20 03:45:00+00:00,1.1655029076246135
2022-11-20 07:45:00+00:00,1.1651756901374029
2022-11-20 11:45:00+00:00,1.1646635262241034
2022-11-20 15:45:00+00:00,1.1673879485733778
2022-11-20 19:45:00+00:00,1.167095724173123
2022-11-20 23:45:00+00:00,1.165312327526408
2022-11-21 03:45:00+00:00,1.1654212015146186
2022-11-21 07:45:00+00:00,1.1631751410404831
2022-11-21 11:45:00+00:00,1.160486974287778
2022-11-21 15:45:00+00:00,1.1628904202625563
2022-11-21 19:45:00+00:00,1.1627033418553765
2022-11-21 23:45:00+00:00,1.160587844411566
2022-11-22 03:45:00+00:00,1.158434030850913
2022-11-22 07:45:00+00:00,1.1554143707398907
2022-11-22 11:45:00+00:00,1.1533774285835534
2022-11-22 15:45:00+00:00,1.1511300198162644
2022-11-22 19:45:00+00:00,1.1497258747767771
2022-11-22 23:45:00+00:00,1.149622666534924
2022-11-23 03:45:00+00:00,1.1472479313524673
2022-11-23 07:45:00+00:00,1.143411521195958
2022-11-23 11:45:00+00:00,1.139313347368443
2022-11-23 15:45:00+00:00,1.133508422613886
2022-11-23 19:45:00+00:00,1.1293759118270827
2022-11-23 23:45:00+00:00,1.1272363773969118
2022-11-24 03:45:00+00:00,1.124751620905954
2022-11-24 07:45:00+00:00,1.1220727299278224
2022-11-24 11:45:00+00:00,1.118078543608135
2022-11-24 15:45:00+00:00,1.103065453913587
2022-11-24 19:45:00+00:00,1.092939411637417
2022-11-24 23:45:00+00:00,1.0861587982526544
2022-11-25 03:45:00+00:00,1.0786836262504949
2022-11-25 07:45:00+00:00,1.0730474593456163
2022-11-25 11:45:00+00:00,1.0653174341241538
2022-11-25 15:45:00+00:00,1.0559559515186263
2022-11-25 19:45:00+00:00,1.0494630138819048
2022-11-25 23:45:00+00:00,1.0500851021242852
2022-11-26 03:45:00+00:00,1.0503965693606006
2022-11-26 07:45:00+00:00,1.0487186249501974
2022-11-26 11:45:00+00:00,1.0473032053032512
2022-11-26 15:45:00+00:00,1.0454620915770647
2022-11-26 19:45:00+00:00,1.0417372059237096
2022-11-26 23:45:00+00:00,1.0426016759356571
2022-11-27 03:45:00+00:00,1.0454914875772374
2022-11-27 07:45:00+00:00,1.0437468715372231
2022-11-27 11:45:00+00:00,1.0405599230361986
2022-11-27 15:45:00+00:00,1.0390775543091877
2022-11-27 19:45:00+00:00,1.0347633335823048
2022-11-27 23:45:00+00:00,1.0333278403104489
2022-11-28 03:45:00+00:00,1.0349980715618583
2022-11-28 07:45:00+00:00,1.0302966809176723
2022-11-28 11:45:00+00:00,1.0259743308633915
2022-11-28 15:45:00+00:00,1.0273851586825913
2022-11-28 19:45:00+00:00,1.0272421184763516
2022-11-28 23:45:00+00:00,1.0268237768668769
2022-11-29 03:45:00+00:00,1.0307254408435256
2022-11-29 07:45:00+00:00,1.0322497880097217
2022-11-29 11:45:00+00:00,1.030405150646402
2022-11-29 15:45:00+00:00,1.0316967019953154
2022-11-29 19:45:00+00:00,1.0343176352344017
2022-11-29 23:45:00+00:00,1.0339484868674425
2022-11-30 03:45:00+00:00,1.0335793385004832
2022-11-30 07:45:00+00:00,1.033210190133524
2022-11-30 11:45:00+00:00,1.032841041766565
2022-11-30 15:45:00+00:00,1.0324718933996058
2022-11-30 19:45:00+00:00,1.0321027450326465
2022-11-30 23:45:00+00:00,1.0317335966656873
2022-12-01 03:45:00+00:00,1.031364448298728
2022-12-01 07:45:00+00:00,1.0309952999317689
2022-12-01 11:45:00+00:00,1.0306261515648099
2022-12-01 15:45:00+00:00,1.0302570031978506
2022-12-01 19:45:00+00:00,1.0298878548308914
